task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
114	d6/12a5b3	8192094	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_GET_MARKER_PEAKS_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 20:28:46.681	14m 5s	13m 53s	154.2%	8.3 GB	11.5 GB	34.4 GB	450.2 MB
115	fc/4b2992	8194336	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_MOTIF_ENRICHMENT_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 20:42:51.690	7m 5s	6m 47s	97.4%	4.2 GB	4.7 GB	504.9 GB	1 GB
112	38/735ab0	8190411	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_MARKER_GENE_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 20:15:11.746	1h 25m 55s	1h 25m 15s	169.3%	9.2 GB	12.6 GB	111.1 GB	3.3 GB
117	16/6ad3d3	8200227	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_MARKER_PEAKS_IN_TRACKS_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:41:06.855	1m 40s	1m 22s	102.9%	7.4 GB	9.5 GB	1.9 GB	5.1 MB
116	c3/e739aa	8195826	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_MOTIF_DEVIATIONS_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 20:49:56.683	1h 3m 40s	1h 3m 18s	311.2%	32.8 GB	36.3 GB	36.6 GB	850.4 MB
119	db/c9d97b	8201388	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_GET_POSITIVE_TF_REGULATOR_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:53:36.897	2m 10s	1m 20s	201.4%	9 GB	12.2 GB	5.3 GB	5.8 MB
121	65/141ca4	8201393	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_FOOTPRINTING_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:53:37.375	5m 14s	4m 55s	293.9%	38.8 GB	42.7 GB	851.3 GB	16.2 MB
120	48/1942d8	8201390	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_COACCESSIBILITY_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:53:37.078	5m 45s	5m 39s	100.7%	10.2 GB	11.9 GB	4.7 GB	193.5 MB
122	20/1a74d2	8201389	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_PEAK2GENELINKAGE_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:53:36.992	6m 45s	6m 21s	199.2%	22.6 GB	24.7 GB	11.2 GB	3.3 GB
118	c6/252cfc	8201392	SCATACPIPE:DOWNSTREAM_ARCHR:ARCHR_TRAJECTORY_CLUSTERS2 (1)	COMPLETED	0	2022-06-23 21:53:37.279	21m 44s	21m 31s	237.4%	27.8 GB	33.2 GB	64.5 GB	1.2 GB
123	d2/af0ab6	8202333	SCATACPIPE:MULTIQC	COMPLETED	0	2022-06-23 22:15:22.626	1m 4s	28.2s	17.2%	79.3 MB	383 MB	171.6 MB	2.1 MB
